,c_cluster,cancelled_contracts,claims_rate,educ,first_policy,has_all,has_children,is_profit,location,mon_value,p_cluster,premium_health,premium_household,premium_life,premium_motor,premium_total,premium_work_comp,salary_year
8712,1,0,0.43,2 - High School,1986.0,1,0.0,1,4.0,401.87,1,190.59,219.5,3.89,270.05,750.5999999999999,66.57,36684.0
8713,0,0,0.92,2 - High School,1997.0,1,1.0,1,1.0,20.01,0,135.36,38.35,23.45,372.96,591.6800000000001,21.56,26004.0
8714,0,0,1.04,2 - High School,1992.0,1,1.0,0,4.0,-51.56,1,290.61,187.8,26.56,190.26,753.35,58.12,13500.0
8715,0,1,1.03,4 - PhD,1987.0,0,1.0,0,2.0,-40.55,0,111.8,-10.55,-5.0,447.53,563.2199999999999,3.89,22488.0
8716,1,0,0.29,1 - Basic,1991.0,1,1.0,1,3.0,466.31,1,94.24,142.8,54.9,276.94,695.35,126.47,36288.0
8717,0,1,0.93,2 - High School,1985.0,0,1.0,1,3.0,23.0,0,100.13,104.45,29.45,440.64,674.6700000000001,-9.0,45528.0
8718,1,1,0.29,2 - High School,1992.0,0,1.0,1,1.0,462.98,0,169.92,88.35,-1.0,401.63,683.68,23.78,25164.0
8719,0,1,1.02,2 - High School,1990.0,0,1.0,0,4.0,-37.44,0,152.14,83.9,-1.11,408.3,644.34,-5.11,27372.0
8720,0,1,1.19,3 - BSc/MSc,1993.0,0,1.0,0,3.0,-127.89,0,70.68,-50.0,2.89,516.54,598.0,7.89,33096.0
8721,0,0,0.97,3 - BSc/MSc,1980.0,1,1.0,0,4.0,-3.33,0,154.14,123.9,21.67,397.74,719.1199999999999,21.67,40644.0
8722,0,0,1.01,2 - High School,1987.0,1,1.0,0,4.0,-29.67,0,67.79,58.9,24.45,479.2,650.12,19.78,41976.0
8723,1,0,0.72,2 - High School,1991.0,1,1.0,1,4.0,199.03,0,158.14,212.25,11.78,376.96,790.6899999999999,31.56,50592.0
8724,1,0,0.43,1 - Basic,1991.0,1,0.0,1,4.0,545.78,1,125.8,505.1,102.13,234.71,1004.19,36.45,47580.0
8725,1,0,0.32,2 - High School,1995.0,1,1.0,1,3.0,373.64,0,147.25,3.9,37.23,381.07,583.12,13.67,25080.0
8726,0,0,0.78,3 - BSc/MSc,1976.0,1,1.0,1,2.0,134.92,1,217.04,171.7,42.34,278.72,740.36,30.56,18444.0
8727,1,0,0.53,3 - BSc/MSc,1981.0,1,0.0,1,4.0,297.95,1,234.71,136.7,44.12,246.49,694.36,32.34,42264.0
8728,1,0,0.66,3 - BSc/MSc,1975.0,1,1.0,1,1.0,198.61,1,241.49,62.8,18.78,256.38,656.24,76.79,17808.0
8729,1,0,0.4,3 - BSc/MSc,1982.0,1,0.0,1,1.0,395.97,1,222.82,147.25,54.12,250.16,704.91,30.56,46980.0
8730,0,1,1.03,3 - BSc/MSc,1994.0,0,1.0,0,4.0,-46.0,0,122.69,157.25,20.67,414.19,714.8000000000001,-7.0,43788.0
8731,0,0,0.86,1 - Basic,1998.0,1,1.0,1,4.0,172.26,1,100.02,1002.4,31.34,52.9,1383.9199999999998,197.26,13056.0
8732,1,1,0.43,3 - BSc/MSc,1996.0,0,1.0,1,4.0,273.86,0,70.57,-60.0,55.01,438.64,584.0,19.78,23256.0
8733,1,0,0.34,3 - BSc/MSc,1993.0,1,0.0,1,2.0,373.41,0,187.59,19.45,21.67,369.29,607.67,9.67,42756.0
8734,1,0,0.73,3 - BSc/MSc,1984.0,1,1.0,1,4.0,172.49,0,187.59,190.6,6.89,329.73,728.37,13.56,38064.0
8735,0,1,0.99,1 - Basic,1975.0,0,1.0,0,4.0,-16.44,1,94.13,369.5,220.93,-4.11,888.7099999999999,204.15,5388.0
8736,1,0,0.27,2 - High School,1977.0,1,1.0,1,2.0,402.08,0,142.36,8.9,13.78,413.3,581.1199999999999,2.78,22524.0
8737,1,0,0.49,3 - BSc/MSc,1981.0,1,1.0,1,3.0,336.4,0,171.7,153.35,5.78,370.18,709.79,8.78,19320.0
8738,1,1,0.12,3 - BSc/MSc,1976.0,0,1.0,1,2.0,536.32,0,60.79,74.45,-0.11,494.87,637.78,7.67,26904.0
8739,1,0,0.28,2 - High School,1984.0,1,1.0,1,3.0,405.86,0,61.79,10.0,68.68,430.86,598.0,26.67,34584.0
8740,2,0,0.5,1 - Basic,1988.0,1,1.0,1,3.0,455.64,1,231.6,447.3,95.35,128.69,953.84,50.9,14004.0
8741,1,1,0.63,3 - BSc/MSc,1980.0,0,1.0,1,1.0,253.28,0,216.93,192.8,29.56,314.06,753.3499999999999,-3.11,21936.0
8742,1,0,0.73,3 - BSc/MSc,1988.0,1,0.0,1,4.0,170.6,1,259.16,195.6,16.56,215.04,728.4799999999999,42.12,54516.0
8743,1,0,0.1,3 - BSc/MSc,1983.0,1,1.0,1,4.0,522.77,0,43.23,5.0,7.0,546.77,610.0,8.0,32808.0
8744,2,0,0.14,2 - High School,1996.0,1,1.0,1,1.0,711.47,1,119.69,333.95,75.57,220.71,856.1599999999999,106.24,27756.0
8745,2,0,0.39,2 - High School,1976.0,1,1.0,1,4.0,601.78,1,137.58,565.1,30.45,240.38,1035.19,61.68,37860.0
8746,2,0,0.11,1 - Basic,1978.0,1,0.0,1,4.0,1280.58,1,55.9,1109.1,230.82,19.56,1469.28,53.9,13404.0
8747,0,0,0.95,2 - High School,1981.0,1,0.0,1,2.0,19.12,1,241.38,486.2,51.9,96.02,946.96,71.46,45096.0
8748,1,0,0.51,3 - BSc/MSc,1983.0,1,1.0,1,1.0,314.73,0,218.93,117.8,10.78,340.73,689.24,1.0,27012.0
8749,1,0,0.41,3 - BSc/MSc,1987.0,1,0.0,1,4.0,440.52,1,233.49,236.7,84.35,187.59,783.36,41.23,41484.0
8750,1,0,0.71,4 - PhD,1986.0,1,0.0,1,3.0,192.27,1,305.28,210.6,31.34,187.48,741.3699999999999,6.67,41736.0
8751,0,1,1.08,3 - BSc/MSc,1981.0,0,1.0,0,3.0,-68.88,0,65.68,-40.55,-1.11,495.87,582.3299999999999,20.78,29460.0
8752,0,0,0.84,2 - High School,1987.0,1,1.0,1,3.0,89.79,0,199.15,167.8,16.78,302.5,739.24,53.01,20964.0
8753,0,0,1.0,4 - PhD,1984.0,1,1.0,0,4.0,-27.22,0,246.49,20.0,7.0,338.84,617.1099999999999,4.78,16752.0
8754,1,0,0.56,3 - BSc/MSc,1993.0,1,0.0,1,1.0,278.17,1,171.81,137.8,30.34,272.83,695.3500000000001,82.57,39828.0
8755,1,0,0.26,2 - High School,1985.0,1,1.0,1,1.0,522.54,0,101.24,157.8,27.56,417.3,735.24,31.34,28116.0
8756,0,0,0.94,2 - High School,1978.0,1,1.0,1,2.0,11.23,0,107.13,73.35,36.23,369.96,634.79,48.12,29220.0
8757,0,0,1.02,3 - BSc/MSc,1982.0,1,0.0,0,2.0,-39.67,1,317.06,146.7,14.67,95.13,687.3599999999999,113.8,43320.0
8758,1,1,0.59,2 - High School,1984.0,0,1.0,1,4.0,286.06,0,189.37,216.15,19.67,335.84,761.03,-5.11,21156.0
8759,0,0,1.0,3 - BSc/MSc,1976.0,1,1.0,0,3.0,-25.0,1,220.82,422.3,39.34,221.71,914.8399999999999,10.67,42072.0
8760,1,1,0.38,2 - High School,1981.0,0,1.0,1,1.0,305.19,0,152.14,-45.55,14.78,390.52,574.2199999999999,16.78,36024.0
8761,0,0,1.1,2 - High School,1986.0,1,1.0,0,4.0,-113.13,1,194.48,315.05,47.01,244.38,842.0400000000001,41.12,15588.0
8762,1,0,0.72,1 - Basic,1987.0,1,1.0,1,2.0,222.04,1,132.47,344.5,38.23,222.71,873.6000000000001,135.69,31080.0
8763,2,0,0.43,2 - High School,1992.0,1,1.0,1,3.0,499.44,1,231.6,431.2,50.01,143.25,917.96,61.9,19584.0
8764,2,0,0.35,2 - High School,1987.0,1,1.0,1,1.0,609.67,1,250.27,506.2,124.69,98.02,982.96,3.78,16524.0
8765,0,1,1.03,2 - High School,1976.0,0,1.0,0,1.0,-45.0,1,168.81,-10.0,227.82,44.12,596.0,155.25,27420.0
8766,1,0,0.58,2 - High School,1993.0,1,0.0,1,2.0,282.61,1,268.05,177.25,25.56,187.37,740.8,82.57,49740.0
8767,0,0,0.89,2 - High School,1980.0,1,1.0,1,2.0,41.13,0,84.57,23.9,2.0,456.42,611.12,44.23,34512.0
8768,0,1,0.87,3 - BSc/MSc,1981.0,0,1.0,1,4.0,57.34,0,173.81,84.45,3.89,394.52,656.67,-6.0,25416.0
8769,0,0,0.93,2 - High School,1991.0,1,1.0,1,4.0,15.23,0,198.15,39.45,10.89,323.84,601.67,29.34,33096.0
8770,0,0,1.08,2 - High School,1986.0,1,0.0,0,4.0,-107.57,1,192.37,642.35,145.25,62.68,1082.88,40.23,9804.0
8771,1,0,0.46,3 - BSc/MSc,1991.0,1,0.0,1,1.0,346.18,0,184.48,131.7,15.67,311.28,687.3599999999999,44.23,39084.0
8772,2,0,0.26,3 - BSc/MSc,1979.0,1,1.0,1,4.0,589.67,0,59.9,304.5,58.01,358.18,828.6,48.01,30348.0
8773,1,0,0.5,4 - PhD,1983.0,1,1.0,1,2.0,309.51,0,228.71,98.9,11.78,325.73,668.12,3.0,17796.0
8774,2,0,0.49,3 - BSc/MSc,1987.0,1,1.0,1,3.0,396.42,1,280.83,278.95,111.02,142.47,822.16,8.89,22020.0
8775,1,1,0.29,3 - BSc/MSc,1989.0,0,1.0,1,1.0,412.31,0,109.02,39.45,18.78,457.31,624.56,-10.0,48324.0
8776,0,0,1.02,2 - High School,1993.0,1,1.0,0,1.0,-44.56,1,160.92,461.75,52.01,137.58,969.4,157.14,15060.0
8777,0,0,1.12,2 - High School,1988.0,1,0.0,0,4.0,-136.91,1,237.49,407.3,111.91,137.36,917.84,23.78,45348.0
8778,0,0,0.72,3 - BSc/MSc,1984.0,1,1.0,1,2.0,241.05,0,107.91,413.4,18.67,326.06,944.72,78.68,27480.0
8779,0,1,1.08,3 - BSc/MSc,1982.0,0,1.0,0,2.0,-69.54,0,134.47,-1.1,42.34,382.85,572.22,12.56,35688.0
8780,1,0,0.53,2 - High School,1989.0,1,1.0,1,4.0,308.29,1,299.28,190.6,29.34,169.03,714.59,26.34,15564.0
8781,0,0,0.71,1 - Basic,1989.0,1,1.0,1,1.0,222.16,1,258.27,328.95,6.89,212.04,848.16,42.01,28920.0
8782,2,0,0.19,1 - Basic,1986.0,1,1.0,1,3.0,1035.21,1,47.12,892.4,42.34,210.15,1306.8099999999997,114.8,16680.0
8783,0,0,0.89,4 - PhD,1985.0,1,0.0,1,2.0,41.01,1,275.72,14.45,77.68,211.93,591.4499999999999,11.67,38400.0
8784,0,0,1.09,3 - BSc/MSc,1995.0,1,0.0,0,4.0,-92.68,0,161.03,222.25,57.9,319.84,770.7999999999998,9.78,26244.0
8785,1,0,0.47,1 - Basic,1979.0,1,1.0,1,1.0,332.18,0,184.59,107.25,19.56,352.51,678.8,14.89,23904.0
8786,1,0,0.75,3 - BSc/MSc,1992.0,1,0.0,1,1.0,165.48,1,222.82,226.15,26.56,223.71,759.03,59.79,36900.0
8787,0,0,0.81,3 - BSc/MSc,1992.0,1,1.0,1,1.0,107.25,1,250.27,132.25,59.9,213.04,687.6899999999999,32.23,20508.0
8788,0,0,0.87,3 - BSc/MSc,1983.0,1,1.0,1,4.0,102.58,1,133.47,426.75,30.56,256.38,945.4,98.24,43284.0
8789,2,0,0.4,2 - High School,1995.0,1,1.0,1,4.0,531.89,1,122.58,441.2,92.24,207.93,925.96,62.01,28968.0
8790,0,0,0.84,2 - High School,1978.0,1,1.0,1,4.0,128.47,1,155.03,457.3,65.9,187.59,965.8399999999999,100.02,18864.0
8791,0,0,1.05,3 - BSc/MSc,1993.0,1,0.0,0,1.0,-55.12,1,149.14,92.8,14.67,180.81,648.35,210.93,34044.0
8792,0,0,1.12,1 - Basic,1988.0,1,0.0,0,4.0,-142.69,1,272.83,526.2,122.69,41.12,998.9600000000002,36.12,10128.0
8793,1,1,0.18,3 - BSc/MSc,1988.0,0,1.0,1,1.0,545.21,0,124.8,118.9,-0.11,457.64,701.3399999999999,-3.0,31020.0
8794,0,0,1.06,1 - Basic,1994.0,0,1.0,0,4.0,-67.9,1,136.58,371.75,107.91,0.0,681.25,65.01,16920.0
8795,0,1,1.03,3 - BSc/MSc,1980.0,0,1.0,0,1.0,-40.0,0,187.37,-15.0,66.79,308.06,563.11,0.89,28872.0
8796,1,0,0.3,4 - PhD,1995.0,1,1.0,1,2.0,449.3,0,207.26,79.45,22.67,349.51,681.56,22.67,18696.0
8797,0,1,0.81,3 - BSc/MSc,1979.0,0,1.0,1,1.0,87.81,1,194.48,-16.1,89.46,280.83,604.22,39.45,12540.0
8798,0,0,0.75,2 - High School,1985.0,1,1.0,1,1.0,165.37,1,308.39,225.6,51.12,139.25,771.37,47.01,18444.0
8799,2,0,0.71,2 - High School,1975.0,1,1.0,1,4.0,247.72,1,121.58,456.75,84.35,233.49,935.4000000000001,39.23,16716.0
8800,2,0,0.23,2 - High School,1984.0,1,1.0,1,3.0,837.39,1,201.37,681.8,22.56,38.12,1124.4399999999998,180.59,17472.0
8801,1,1,0.33,4 - PhD,1975.0,0,1.0,1,1.0,363.42,0,179.59,-15.55,12.89,394.63,599.11,12.0,22416.0
8802,2,0,0.34,2 - High School,1986.0,1,1.0,1,1.0,593.78,1,103.13,427.3,93.13,127.8,942.84,191.48,17424.0
8803,0,1,1.01,3 - BSc/MSc,1997.0,0,1.0,0,4.0,-28.0,1,143.36,162.8,136.47,0.0,442.63,-3.0,26112.0
8804,1,0,0.64,2 - High School,1982.0,1,0.0,1,1.0,285.6,1,329.95,310.6,21.56,171.92,866.48,32.45,44088.0
8805,0,0,0.98,3 - BSc/MSc,1985.0,1,0.0,0,1.0,-10.55,0,150.14,103.35,12.89,370.96,664.68,27.34,38088.0
8806,0,0,0.93,2 - High School,1993.0,1,0.0,1,3.0,21.13,0,210.04,111.7,53.9,266.16,653.4699999999999,11.67,41364.0
8807,2,0,0.5,2 - High School,1981.0,1,1.0,1,1.0,497.64,1,208.26,541.2,143.25,124.69,1041.96,24.56,15696.0
8808,0,1,1.01,3 - BSc/MSc,1991.0,0,1.0,0,4.0,-37.0,0,153.14,387.3,-6.0,324.95,882.84,17.45,16776.0
8809,1,0,0.11,2 - High School,1980.0,1,1.0,1,4.0,647.89,0,68.79,148.35,11.89,508.65,753.5699999999999,15.89,42840.0
8810,2,0,0.59,2 - High School,1990.0,1,1.0,1,4.0,339.5,1,281.72,364.5,23.56,161.92,887.5999999999999,55.9,20004.0
8811,2,0,0.24,3 - BSc/MSc,1979.0,1,1.0,1,4.0,767.47,1,154.25,541.2,48.12,285.61,1042.96,13.78,41172.0
8812,0,0,0.71,3 - BSc/MSc,1976.0,1,1.0,1,1.0,210.6,1,204.26,256.15,11.67,281.72,799.92,46.12,9480.0
8813,1,0,0.66,3 - BSc/MSc,1985.0,1,1.0,1,1.0,229.27,0,112.02,216.15,28.45,364.18,758.9200000000001,38.12,27816.0
8814,1,0,0.51,3 - BSc/MSc,1988.0,1,1.0,1,1.0,337.07,0,155.25,162.8,23.67,392.63,741.24,6.89,27624.0
8815,0,0,0.89,2 - High School,1996.0,1,0.0,1,2.0,87.13,1,245.38,496.75,152.25,66.9,1001.4,40.12,9660.0
8816,1,0,0.52,2 - High School,1993.0,1,1.0,1,4.0,343.4,0,135.36,220.6,25.56,377.07,775.4799999999999,16.89,30924.0
8817,2,0,0.18,1 - Basic,1982.0,1,0.0,1,2.0,797.61,1,112.8,539.0,145.36,67.79,1003.1999999999999,138.25,13956.0
8818,0,0,0.75,4 - PhD,1993.0,1,0.0,1,4.0,139.03,1,203.26,73.9,112.91,251.27,664.12,22.78,45000.0
8819,2,0,0.2,2 - High School,1987.0,1,1.0,1,4.0,718.92,1,110.8,441.75,82.46,219.71,931.4000000000001,76.68,30408.0
8820,1,0,0.5,3 - BSc/MSc,1980.0,1,0.0,1,1.0,275.39,0,164.92,13.35,15.78,355.51,604.68,55.12,27204.0
8821,0,0,0.9,1 - Basic,1982.0,1,1.0,1,4.0,109.58,1,90.35,877.95,134.58,16.56,1292.25,172.81,14664.0
8822,2,0,0.35,1 - Basic,1980.0,1,0.0,1,4.0,699.24,1,206.26,624.55,61.9,191.26,1113.64,29.67,42372.0
8823,0,1,1.05,2 - High School,1993.0,0,0.0,0,2.0,-52.22,1,173.7,-45.0,137.47,255.05,584.0,17.78,40596.0
8824,0,0,1.05,3 - BSc/MSc,1995.0,1,1.0,0,4.0,-54.56,0,188.59,53.35,15.67,344.62,631.79,29.56,30744.0
8825,0,0,1.01,3 - BSc/MSc,1996.0,1,1.0,0,4.0,-33.89,0,121.69,364.5,89.46,320.06,904.6,8.89,24852.0
8826,0,0,0.76,3 - BSc/MSc,1979.0,1,1.0,1,4.0,184.26,1,282.83,310.6,11.67,209.26,866.48,52.12,13776.0
8827,0,0,0.99,3 - BSc/MSc,1995.0,1,1.0,0,4.0,-16.33,0,138.36,9.45,42.34,400.63,591.5600000000001,0.78,32244.0
8828,2,0,0.35,2 - High School,1992.0,1,0.0,1,3.0,820.26,1,235.6,899.05,34.34,77.46,1300.2399999999998,53.79,37464.0
8829,1,0,0.64,2 - High School,1985.0,1,0.0,1,1.0,252.51,1,247.27,253.95,87.46,111.02,776.1600000000001,76.46,44784.0
8830,0,1,1.06,3 - BSc/MSc,1976.0,0,1.0,0,4.0,-56.55,0,184.7,-30.55,1.0,379.85,596.1099999999999,30.56,24264.0
8831,0,0,0.8,1 - Basic,1986.0,1,0.0,1,3.0,129.47,1,263.16,221.15,92.35,111.02,773.0300000000001,85.35,14568.0
8832,0,0,0.76,3 - BSc/MSc,1975.0,1,1.0,1,1.0,117.14,0,124.8,14.45,63.68,305.17,586.5600000000001,78.46,43188.0
8833,0,0,0.82,2 - High School,1985.0,1,0.0,1,3.0,121.36,1,88.35,266.15,117.8,264.16,813.92,77.46,44232.0
8834,0,1,0.89,3 - BSc/MSc,1984.0,0,1.0,1,1.0,47.78,0,51.9,65.0,12.89,528.32,658.11,-5.11,27756.0
8835,0,0,1.04,1 - Basic,1997.0,1,1.0,0,4.0,-53.12,1,118.91,142.25,128.69,78.57,703.8,235.38,4548.0
8836,1,0,0.47,3 - BSc/MSc,1990.0,1,0.0,1,1.0,320.4,0,212.04,73.9,7.0,352.4,656.1199999999999,10.78,46032.0
8837,1,0,0.14,3 - BSc/MSc,1994.0,1,1.0,1,3.0,544.67,0,94.24,87.25,0.89,454.64,665.6899999999999,28.67,34740.0
8838,0,0,0.83,2 - High School,1982.0,1,0.0,1,4.0,104.69,1,149.14,186.7,129.69,44.23,752.3599999999999,242.6,21168.0
8839,1,1,0.42,4 - PhD,1995.0,0,0.0,1,3.0,320.09,0,164.03,-6.1,22.67,379.96,602.22,35.56,51948.0
8840,0,0,1.0,3 - BSc/MSc,1980.0,1,1.0,0,4.0,-25.0,0,122.69,163.35,1.0,451.75,754.68,15.89,35364.0
8841,0,1,0.92,4 - PhD,1980.0,0,0.0,1,4.0,27.79,0,83.35,63.9,8.89,481.98,638.12,-1.11,25608.0
8842,1,0,0.44,2 - High School,1990.0,1,0.0,1,3.0,449.53,1,171.7,319.5,56.9,211.93,844.6000000000001,84.57,48456.0
8843,0,0,0.77,2 - High School,1979.0,1,1.0,1,1.0,132.92,1,267.16,88.35,96.13,197.37,675.57,26.56,46308.0
8844,0,0,1.06,2 - High School,1994.0,1,0.0,0,1.0,-78.9,1,249.38,300.05,31.45,210.26,845.0400000000001,53.9,48336.0
8845,0,0,1.0,3 - BSc/MSc,1976.0,1,1.0,0,3.0,-26.0,0,17.56,10.0,7.0,569.44,615.0,11.0,35880.0
8846,1,1,0.57,3 - BSc/MSc,1988.0,0,1.0,1,1.0,275.95,0,228.6,171.15,-0.11,286.5,701.03,14.78,18900.0
8847,0,0,0.98,3 - BSc/MSc,1981.0,1,0.0,0,1.0,-13.1,1,334.73,33.35,3.89,204.37,601.6800000000001,25.34,44628.0
8848,0,0,0.93,3 - BSc/MSc,1996.0,1,1.0,1,4.0,20.01,1,236.71,42.8,57.01,237.71,619.24,45.01,10752.0
8849,0,0,0.82,2 - High School,1998.0,1,0.0,1,4.0,97.13,1,306.17,88.9,75.46,108.13,668.1200000000001,89.46,41592.0
8850,1,0,0.3,3 - BSc/MSc,1978.0,1,0.0,1,4.0,484.19,0,184.59,158.35,4.78,367.29,726.68,11.67,39996.0
8851,0,0,0.95,1 - Basic,1992.0,1,0.0,1,2.0,42.79,1,300.28,995.2,21.56,46.23,1366.05,2.78,48060.0
8852,0,0,0.98,3 - BSc/MSc,1982.0,1,1.0,0,1.0,-12.0,0,34.34,30.0,3.0,552.77,630.11,10.0,32028.0
8853,1,0,0.68,3 - BSc/MSc,1987.0,1,0.0,1,4.0,253.06,1,299.39,352.85,18.67,145.25,872.28,56.12,37704.0
8854,2,0,0.54,1 - Basic,1986.0,1,1.0,1,1.0,449.32,1,169.92,549.0,74.68,172.81,1021.1999999999998,54.79,27828.0
8855,0,0,0.77,3 - BSc/MSc,1982.0,1,1.0,1,4.0,128.58,0,144.36,78.9,6.78,359.29,657.23,67.9,37668.0
8856,2,0,0.37,2 - High School,1993.0,1,1.0,1,1.0,487.42,1,159.14,251.15,165.03,96.24,814.92,143.36,20748.0
8857,1,1,0.41,2 - High School,1993.0,0,0.0,1,1.0,329.51,1,247.49,-5.0,237.49,96.35,607.0,25.67,12960.0
8858,0,0,1.07,3 - BSc/MSc,1985.0,1,1.0,0,2.0,-69.34,0,169.7,93.9,16.67,373.18,681.1199999999999,27.67,22020.0
8859,1,0,0.36,3 - BSc/MSc,1984.0,1,0.0,1,4.0,414.52,0,213.93,103.9,19.67,335.62,683.12,10.0,51816.0
8860,1,0,0.7,1 - Basic,1988.0,1,0.0,1,1.0,232.38,1,218.04,358.4,101.02,125.58,863.7199999999999,60.68,43512.0
8861,0,1,0.88,3 - BSc/MSc,1988.0,0,1.0,1,4.0,49.13,0,99.24,73.35,6.89,465.31,644.79,-6.11,28488.0
8862,1,0,0.56,3 - BSc/MSc,1975.0,1,0.0,1,1.0,295.63,1,305.17,190.05,7.78,178.7,722.0400000000001,40.34,40356.0
8863,0,0,1.01,3 - BSc/MSc,1987.0,1,1.0,0,4.0,-35.78,0,101.13,133.9,10.78,469.42,733.01,17.78,24264.0
8864,2,0,0.3,3 - BSc/MSc,1981.0,1,1.0,1,4.0,544.22,1,175.81,289.5,63.68,216.04,817.5999999999999,72.57,20700.0
8865,1,1,0.22,4 - PhD,1986.0,0,1.0,1,3.0,409.87,0,107.91,-5.55,11.89,450.42,570.22,-10.0,23244.0
8866,1,0,0.43,3 - BSc/MSc,1981.0,1,1.0,1,1.0,409.19,0,145.36,187.25,7.0,410.41,766.8000000000001,16.78,38748.0
8867,1,0,0.35,3 - BSc/MSc,1990.0,1,1.0,1,4.0,386.74,0,194.37,59.45,5.89,346.4,630.5600000000001,24.45,39780.0
8868,0,0,0.71,3 - BSc/MSc,1977.0,1,0.0,1,2.0,142.92,1,243.6,42.8,51.9,208.93,588.24,41.01,41388.0
8869,1,0,0.07,4 - PhD,1982.0,1,1.0,1,4.0,525.66,0,39.12,19.45,2.89,524.21,592.6700000000001,7.0,25212.0
8870,1,0,0.7,4 - PhD,1981.0,1,0.0,1,4.0,209.81,0,169.7,246.7,38.23,300.39,781.36,26.34,44712.0
8871,0,0,0.94,3 - BSc/MSc,1992.0,1,0.0,1,4.0,8.79,0,224.82,14.45,12.67,312.06,570.6699999999998,6.67,47064.0
8872,0,0,0.94,3 - BSc/MSc,1976.0,1,1.0,1,4.0,14.45,0,236.49,68.35,21.56,300.39,644.68,17.89,21696.0
8873,1,0,0.45,2 - High School,1977.0,1,0.0,1,4.0,536.55,1,229.6,559.55,19.67,214.82,1025.6399999999999,2.0,40500.0
8874,1,0,0.35,4 - PhD,1984.0,1,1.0,1,4.0,417.75,0,103.91,136.7,24.67,399.63,683.3599999999999,18.45,34080.0
8875,1,1,0.56,2 - High School,1976.0,0,1.0,1,4.0,223.73,0,222.93,-50.0,37.34,326.95,609.0,21.78,22272.0
8876,1,1,0.36,4 - PhD,1980.0,0,1.0,1,1.0,329.19,0,160.03,-35.55,7.78,389.74,590.1099999999999,32.56,17772.0
8877,0,0,0.95,4 - PhD,1992.0,1,1.0,1,1.0,13.23,1,210.04,206.7,28.45,263.94,747.36,38.23,31740.0
8878,0,0,0.95,2 - High School,1984.0,1,0.0,1,4.0,5.56,0,166.92,20.0,30.56,323.84,606.0,64.68,41172.0
8879,0,0,1.0,3 - BSc/MSc,1989.0,0,0.0,0,4.0,-25.0,1,211.15,300.05,0.0,285.83,846.04,49.01,23736.0
8880,1,0,0.25,3 - BSc/MSc,1990.0,1,0.0,1,3.0,502.09,0,125.69,108.9,12.67,405.52,699.1199999999999,46.34,37488.0
8881,0,1,0.88,2 - High School,1995.0,0,1.0,1,2.0,54.01,0,93.13,79.45,29.56,455.64,657.78,-0.22,26064.0
8882,2,0,0.24,3 - BSc/MSc,1983.0,0,0.0,1,4.0,665.45,1,0.0,575.65,114.8,172.59,910.9399999999999,47.9,12060.0
8883,0,0,1.04,3 - BSc/MSc,1995.0,1,1.0,0,2.0,-59.23,0,179.59,241.15,12.78,299.5,780.03,47.01,40704.0
8884,0,0,1.1,3 - BSc/MSc,1991.0,1,0.0,0,4.0,-85.9,1,183.7,15.0,28.34,274.83,606.1099999999999,104.24,52140.0
8885,1,1,0.22,3 - BSc/MSc,1978.0,0,1.0,1,1.0,533.33,0,122.8,142.25,-2.0,435.97,718.91,17.89,36420.0
8886,0,1,0.89,3 - BSc/MSc,1981.0,0,0.0,1,1.0,63.03,1,225.82,283.4,195.26,78.35,782.8299999999999,-0.11,18108.0
8887,0,0,0.88,2 - High School,1995.0,1,1.0,1,3.0,78.13,1,142.47,285.05,201.37,103.13,837.04,105.02,15096.0
8888,1,0,0.18,3 - BSc/MSc,1985.0,1,1.0,1,1.0,505.1,0,61.01,40.0,11.89,518.21,649.0,17.89,26400.0
8889,0,0,0.94,3 - BSc/MSc,1984.0,1,0.0,1,4.0,8.35,0,272.83,33.35,29.34,262.27,600.6800000000001,2.89,35436.0
8890,1,0,0.52,2 - High School,1996.0,1,0.0,1,1.0,252.39,1,270.83,23.9,66.68,184.37,572.12,26.34,52968.0
8891,1,0,0.45,1 - Basic,1988.0,1,1.0,1,4.0,401.31,1,109.8,268.95,110.91,223.93,780.1599999999999,66.57,26868.0
8892,0,1,0.97,3 - BSc/MSc,1982.0,0,0.0,0,1.0,-5.55,0,122.8,-15.0,6.78,424.97,589.0,34.45,47124.0
8893,1,0,0.61,2 - High School,1977.0,1,1.0,1,2.0,323.94,0,167.92,369.5,20.56,304.28,897.5999999999999,35.34,33264.0
8894,0,0,1.07,3 - BSc/MSc,1977.0,1,0.0,0,4.0,-74.12,1,218.04,97.8,88.35,131.58,673.24,137.47,42780.0
8895,0,0,0.9,3 - BSc/MSc,1994.0,0,1.0,1,2.0,40.67,0,77.68,79.45,13.78,498.76,669.6700000000001,0.0,29388.0
8896,1,1,0.48,3 - BSc/MSc,1995.0,0,1.0,1,3.0,272.39,0,224.82,-20.0,34.45,325.06,592.0,7.67,42396.0
8897,0,0,0.77,3 - BSc/MSc,1989.0,1,1.0,1,1.0,176.26,1,247.49,363.95,67.68,204.15,886.16,2.89,13488.0
8898,0,0,1.12,3 - BSc/MSc,1994.0,1,0.0,0,3.0,-105.57,1,271.05,112.8,15.67,178.48,674.2399999999999,96.24,47028.0
8899,0,1,0.94,3 - BSc/MSc,1988.0,0,1.0,1,1.0,17.23,0,70.68,128.9,-2.0,461.31,709.1200000000001,48.23,48504.0
