,birth_year,educ,salary_year,location,has_children,mon_value,claims_rate,premium_motor,premium_household,premium_health,premium_life,premium_work_comp,customer_since,is_family_policy,premium_total,cancelled_contracts,nr_contracts,p_cluster,c_cluster
7569,1986.0,2 - High School,20544.0,3.0,0.0,194.7,0.66,143.47,59.45,216.82,107.02,123.8,1986.0,1,650.56,0,5,0,2
7570,1973.0,3 - BSc/MSc,30624.0,1.0,1.0,75.02,0.86,233.82,117.8,289.72,29.56,47.34,1978.0,0,718.24,0,5,1,1
7571,1993.0,2 - High School,11748.0,4.0,1.0,108.36,0.83,65.79,220.6,332.84,87.24,56.01,1993.0,1,762.48,0,5,1,2
7572,1957.0,2 - High School,36132.0,4.0,1.0,389.42,0.41,255.27,136.7,183.48,75.68,53.23,1980.0,0,704.3600000000001,0,5,1,0
7573,1972.0,2 - High School,33420.0,1.0,1.0,-85.67,1.11,408.3,-35.0,158.14,20.67,5.0,1986.0,0,592.11,1,4,2,1
7574,1990.0,4 - PhD,23796.0,1.0,1.0,69.46,0.86,415.19,103.35,130.69,8.89,20.56,1994.0,0,678.68,0,5,2,2
7575,1998.0,1 - Basic,12864.0,4.0,0.0,686.79,0.32,33.23,565.65,112.91,181.59,146.14,1998.0,1,1039.52,0,5,0,3
7576,1987.0,3 - BSc/MSc,24180.0,3.0,1.0,5.67,0.95,431.08,49.45,141.25,7.89,10.89,1987.0,1,640.56,0,5,2,2
7577,1985.0,2 - High School,23172.0,4.0,1.0,49.45,0.89,315.95,74.45,144.25,49.12,66.9,1985.0,1,650.67,0,5,1,2
7578,1958.0,3 - BSc/MSc,39276.0,4.0,1.0,21.12,0.94,249.27,231.15,209.04,20.67,66.79,1982.0,0,776.92,0,5,1,1
7579,1984.0,3 - BSc/MSc,17676.0,4.0,1.0,461.19,0.29,386.74,104.45,156.92,5.0,27.45,1996.0,0,680.5600000000001,0,5,2,3
7580,1973.0,2 - High School,30264.0,4.0,1.0,68.35,0.88,244.6,248.95,113.02,141.47,48.12,1981.0,0,796.16,0,5,0,1
7581,1982.0,2 - High School,22680.0,2.0,1.0,398.19,0.39,395.63,123.35,131.47,13.67,27.56,1995.0,0,691.68,0,5,2,0
7582,1973.0,2 - High School,26448.0,1.0,1.0,-82.87,1.1,466.31,-16.1,94.24,1.0,24.67,1980.0,0,586.2199999999999,1,4,2,2
7583,1942.0,3 - BSc/MSc,47460.0,1.0,0.0,437.42,0.33,319.17,122.8,223.82,6.89,13.56,1974.0,0,686.2399999999999,0,5,1,0
7584,1953.0,2 - High School,39672.0,4.0,0.0,-25.0,1.0,319.17,23.35,197.26,26.45,38.45,1977.0,0,604.6800000000001,0,5,1,1
7585,1947.0,3 - BSc/MSc,38304.0,3.0,0.0,295.95,0.6,131.47,279.5,305.39,52.9,41.45,1978.0,0,810.71,0,5,1,1
7586,1945.0,2 - High School,47436.0,3.0,0.0,171.16,0.76,194.26,342.3,147.14,77.57,68.57,1987.0,0,829.8399999999999,0,5,0,1
7587,1956.0,4 - PhD,42228.0,3.0,1.0,-0.55,0.97,313.95,221.7,177.7,22.56,24.45,1979.0,0,760.3599999999999,0,5,1,1
7588,1959.0,2 - High School,42348.0,3.0,1.0,84.13,0.85,454.64,137.8,72.57,15.67,28.67,1984.0,0,709.3499999999999,0,5,2,1
7589,1997.0,2 - High School,13176.0,4.0,0.0,186.04,0.68,121.8,83.35,222.82,115.8,109.91,1997.0,1,653.68,0,5,0,2
7590,1992.0,1 - Basic,13536.0,1.0,1.0,212.04,0.72,275.05,304.5,204.26,55.9,17.89,1992.0,1,857.5999999999999,0,5,1,2
7591,1952.0,2 - High School,50172.0,3.0,0.0,15.46,0.94,434.86,58.35,125.58,0.0,17.89,1991.0,0,636.6800000000001,0,4,2,1
7592,1975.0,3 - BSc/MSc,21948.0,4.0,1.0,365.65,0.28,500.65,-50.0,78.46,6.0,4.0,1991.0,0,589.11,1,4,2,0
7593,1987.0,3 - BSc/MSc,16932.0,1.0,1.0,185.14,0.72,270.94,197.25,234.6,33.45,20.56,1987.0,1,756.8,0,5,1,2
7594,1982.0,3 - BSc/MSc,25500.0,1.0,1.0,233.27,0.7,268.94,330.05,195.48,10.67,50.9,1990.0,0,856.04,0,5,1,2
7595,1963.0,3 - BSc/MSc,26388.0,1.0,1.0,153.37,0.76,391.63,206.15,136.36,-5.0,22.78,1993.0,0,756.92,1,4,2,2
7596,1980.0,1 - Basic,20184.0,1.0,1.0,-16.33,0.99,114.69,339.5,241.49,106.02,55.9,1990.0,0,857.6,0,5,0,2
7597,1962.0,2 - High School,37992.0,2.0,1.0,579.11,0.07,561.66,49.45,28.56,7.0,1.89,1977.0,0,648.56,0,5,2,0
7598,1958.0,2 - High School,33828.0,1.0,0.0,25.01,0.94,354.51,215.6,101.13,50.01,50.23,1978.0,0,771.48,0,5,2,1
7599,1980.0,3 - BSc/MSc,29412.0,1.0,1.0,-17.65,0.99,392.85,-16.1,136.58,38.34,23.45,1993.0,0,591.2200000000001,1,4,2,2
7600,1985.0,3 - BSc/MSc,16488.0,1.0,1.0,425.97,0.44,202.15,260.6,239.49,45.23,57.01,1985.0,1,804.48,0,5,1,0
7601,1978.0,3 - BSc/MSc,19860.0,4.0,1.0,-10.44,0.98,409.52,148.35,155.25,5.78,8.78,1990.0,0,727.68,0,5,2,2
7602,1964.0,3 - BSc/MSc,36528.0,1.0,1.0,451.54,0.17,514.32,-10.0,49.01,17.78,1.89,1987.0,0,583.0,1,4,2,0
7603,1940.0,2 - High School,49380.0,3.0,0.0,382.08,0.45,172.59,191.15,269.05,68.79,43.34,1976.0,0,744.92,0,5,1,0
7604,1949.0,3 - BSc/MSc,31128.0,3.0,0.0,177.71,0.68,191.48,58.35,310.28,47.12,23.45,1980.0,0,630.68,0,5,1,1
7605,1948.0,3 - BSc/MSc,51396.0,3.0,0.0,-47.56,1.03,286.83,162.8,243.6,27.56,22.56,1987.0,0,743.3499999999999,0,5,1,1
7606,1977.0,2 - High School,33720.0,4.0,0.0,-25.43,1.0,397.74,-16.1,175.81,15.67,10.0,1996.0,0,599.2199999999999,1,4,2,2
7607,1994.0,1 - Basic,10056.0,4.0,1.0,591.12,0.38,111.02,505.1,198.26,165.03,17.67,1994.0,1,997.0799999999999,0,5,0,3
7608,1996.0,2 - High School,13272.0,4.0,1.0,252.72,0.61,119.8,132.25,235.6,77.68,145.47,1996.0,1,710.8,0,5,0,2
7609,1979.0,2 - High School,19656.0,1.0,1.0,123.36,0.83,148.36,352.85,243.6,18.67,118.8,1986.0,0,882.28,0,5,1,2
7610,1964.0,2 - High School,42468.0,4.0,1.0,532.88,0.21,436.97,132.8,98.24,24.56,12.67,1984.0,0,705.2399999999999,0,5,2,0
7611,1974.0,2 - High School,26292.0,4.0,1.0,26.34,0.93,381.07,104.45,174.7,28.56,22.78,1978.0,0,711.56,0,5,2,2
7612,2000.0,1 - Basic,11940.0,4.0,1.0,620.91,0.44,36.34,705.7,108.13,119.8,179.59,2000.0,1,1149.56,0,5,0,3
7613,1945.0,2 - High School,40248.0,1.0,0.0,379.64,0.47,270.83,215.6,194.26,28.56,53.23,1988.0,0,762.4799999999999,0,5,1,0
7614,1972.0,2 - High School,33216.0,2.0,1.0,-74.12,1.07,202.15,133.9,268.83,49.12,58.12,1985.0,0,712.12,0,5,1,1
7615,1969.0,3 - BSc/MSc,27228.0,3.0,1.0,-68.89,1.07,386.85,-5.55,149.14,38.34,21.78,1974.0,0,596.11,1,4,2,1
7616,1954.0,2 - High School,34644.0,3.0,1.0,310.84,0.6,239.49,304.5,218.04,31.34,52.12,1986.0,0,845.49,0,5,1,0
7617,1958.0,3 - BSc/MSc,34872.0,4.0,1.0,480.65,0.33,472.31,192.8,59.79,-6.0,39.34,1977.0,0,764.24,1,4,2,0
7618,1983.0,3 - BSc/MSc,19632.0,1.0,1.0,423.64,0.23,422.97,4.45,128.47,8.89,16.78,1998.0,0,581.56,0,5,2,0
7619,1977.0,3 - BSc/MSc,21456.0,4.0,1.0,-63.11,1.07,322.06,-30.0,259.27,-0.11,7.78,1979.0,0,589.1099999999999,2,3,1,2
7620,1957.0,2 - High School,40428.0,4.0,1.0,581.99,0.29,308.28,330.05,119.69,31.34,63.68,1995.0,0,853.04,0,5,1,0
7621,1975.0,3 - BSc/MSc,23988.0,4.0,0.0,660.69,0.28,258.16,480.65,95.13,84.35,31.23,1988.0,0,949.52,0,5,0,3
7622,1985.0,1 - Basic,22800.0,3.0,0.0,266.72,0.66,291.72,318.4,155.25,24.56,55.79,1985.0,1,845.7199999999999,0,5,1,2
7623,1965.0,2 - High School,35244.0,2.0,1.0,606.23,0.2,387.74,235.6,128.58,21.67,13.78,1986.0,0,787.37,0,5,2,0
7624,1961.0,3 - BSc/MSc,36744.0,4.0,1.0,-22.11,1.0,484.76,57.8,52.12,2.89,11.56,1977.0,0,609.1299999999999,0,5,2,1
7625,1965.0,1 - Basic,31260.0,4.0,0.0,389.53,0.31,373.07,23.9,133.58,49.01,17.56,1989.0,0,597.1199999999999,0,5,2,0
7626,1959.0,2 - High School,39180.0,1.0,1.0,799.04,0.31,210.26,726.8,120.8,113.02,31.56,1985.0,0,1202.4399999999998,0,5,0,0
7627,1990.0,3 - BSc/MSc,16032.0,4.0,1.0,468.97,0.32,250.16,153.35,227.71,20.67,69.79,1990.0,1,721.68,0,5,1,3
7628,1954.0,4 - PhD,38220.0,2.0,0.0,589.55,0.06,552.55,75.0,30.56,6.0,-7.0,1992.0,0,664.1099999999999,1,4,2,0
7629,1948.0,2 - High School,40332.0,4.0,1.0,-88.9,1.08,394.63,222.25,115.91,58.01,5.89,1989.0,0,796.6899999999999,0,5,2,1
7630,1979.0,2 - High School,22308.0,1.0,1.0,368.07,0.37,375.18,44.45,137.36,26.56,44.01,1994.0,0,627.56,0,5,2,0
7631,1987.0,2 - High School,15744.0,2.0,1.0,209.49,0.72,205.15,333.95,117.69,29.34,149.03,1987.0,1,835.16,0,5,0,2
7632,1987.0,3 - BSc/MSc,11244.0,3.0,1.0,241.83,0.6,266.83,112.8,276.83,6.0,5.78,1987.0,1,668.24,0,5,1,2
7633,1984.0,3 - BSc/MSc,21984.0,1.0,1.0,-63.01,1.06,365.29,73.35,169.92,24.45,13.56,1984.0,1,646.5699999999999,0,5,2,2
7634,1958.0,1 - Basic,47640.0,4.0,1.0,-51.45,1.03,246.38,182.8,117.91,124.8,98.35,1994.0,0,770.24,0,5,0,1
7635,1989.0,3 - BSc/MSc,21972.0,1.0,1.0,36.46,0.9,58.79,48.9,259.27,119.8,132.36,1995.0,0,619.12,0,5,0,2
7636,1944.0,1 - Basic,54600.0,3.0,0.0,39.91,0.91,82.46,229.5,269.05,100.02,64.57,1986.0,0,745.5999999999999,0,5,1,1
7637,1965.0,2 - High School,30024.0,1.0,1.0,243.71,0.65,366.07,206.7,125.69,25.56,36.45,1986.0,0,760.47,0,5,2,0
7638,1970.0,2 - High School,33168.0,4.0,1.0,406.87,0.26,403.3,18.9,148.25,-2.0,15.67,1983.0,0,586.12,1,4,2,0
7639,1973.0,2 - High School,34776.0,4.0,1.0,254.83,0.57,239.6,68.9,255.27,40.12,40.23,1984.0,0,644.12,0,5,1,0
7640,1957.0,3 - BSc/MSc,43200.0,1.0,1.0,-21.0,0.99,309.06,117.8,205.26,19.56,23.56,1993.0,0,675.2399999999999,0,5,1,1
7641,1991.0,1 - Basic,19932.0,3.0,1.0,242.27,0.67,149.25,263.95,188.48,80.46,118.02,1991.0,1,800.16,0,5,0,2
7642,1994.0,2 - High School,7932.0,1.0,1.0,758.6,0.38,86.57,838.5,94.24,141.47,98.02,1994.0,1,1258.8,0,5,0,3
7643,1963.0,4 - PhD,36396.0,4.0,1.0,-25.0,1.0,542.77,-5.0,42.23,4.0,9.0,1996.0,0,598.0,1,4,2,1
7644,1939.0,2 - High School,50916.0,4.0,0.0,-25.0,1.0,183.59,50.0,228.6,81.46,98.35,1977.0,0,642.0,0,5,1,1
7645,1950.0,3 - BSc/MSc,39732.0,4.0,0.0,51.9,0.88,260.16,44.45,285.61,32.45,5.89,1992.0,0,628.5600000000001,0,5,1,1
7646,1965.0,1 - Basic,34956.0,4.0,1.0,-72.12,1.05,269.16,427.3,139.47,47.12,53.9,1988.0,0,936.95,0,5,1,1
7647,1961.0,3 - BSc/MSc,38856.0,3.0,1.0,259.49,0.67,342.73,334.5,134.47,50.01,11.89,1977.0,0,873.6,0,5,2,1
7648,1959.0,2 - High School,26376.0,4.0,1.0,305.39,0.67,148.14,511.2,166.81,103.13,77.68,1984.0,0,1006.9599999999998,0,5,0,0
7649,1947.0,2 - High School,42600.0,1.0,0.0,252.72,0.63,161.92,225.05,251.27,60.01,55.79,1979.0,0,754.04,0,5,1,1
7650,1942.0,3 - BSc/MSc,46224.0,4.0,0.0,19.24,0.94,154.92,161.15,281.83,52.12,64.79,1992.0,0,714.81,0,5,1,1
7651,1955.0,3 - BSc/MSc,26532.0,4.0,1.0,214.17,0.63,213.82,87.25,216.82,61.9,59.01,1977.0,0,638.8,0,5,1,0
7652,1974.0,2 - High School,27540.0,4.0,1.0,145.81,0.78,236.6,260.05,200.15,29.45,59.79,1978.0,0,786.04,0,5,1,2
7653,1948.0,2 - High School,46500.0,1.0,0.0,348.5,0.5,216.04,177.8,243.38,66.68,46.34,1993.0,0,750.2400000000001,0,5,1,0
7654,1973.0,1 - Basic,26292.0,4.0,1.0,455.3,0.54,237.38,565.65,101.24,27.45,112.8,1975.0,0,1044.52,0,5,0,0
7655,1982.0,3 - BSc/MSc,26160.0,1.0,1.0,19.56,0.93,339.51,78.9,143.36,20.56,54.9,1988.0,0,637.2299999999999,0,5,2,2
7656,1989.0,3 - BSc/MSc,22356.0,1.0,1.0,37.47,0.9,399.41,77.25,123.58,1.89,16.67,1989.0,1,618.8,0,5,2,2
7657,1968.0,2 - High School,32724.0,4.0,1.0,-59.34,1.06,466.2,8.9,77.57,23.67,10.67,1982.0,0,587.0099999999999,0,5,2,1
7658,1953.0,3 - BSc/MSc,34848.0,1.0,1.0,578.89,0.23,276.94,250.6,176.59,34.23,42.12,1993.0,0,780.48,0,5,1,0
7659,1940.0,1 - Basic,37788.0,4.0,0.0,256.28,0.56,180.48,83.35,313.28,43.12,17.45,1992.0,0,637.68,0,5,1,1
7660,1994.0,2 - High School,14844.0,4.0,1.0,-44.12,1.03,60.79,118.35,276.94,137.47,100.13,1994.0,1,693.68,0,5,0,2
7661,1947.0,1 - Basic,46452.0,3.0,0.0,314.27,0.63,235.49,398.95,203.26,7.78,59.68,1990.0,0,905.16,0,5,1,1
7662,1992.0,3 - BSc/MSc,14352.0,3.0,1.0,489.87,0.2,442.64,74.45,126.58,0.89,-1.11,1992.0,1,644.5600000000001,1,4,2,3
7663,1964.0,3 - BSc/MSc,35412.0,3.0,0.0,239.71,0.66,306.39,211.7,200.26,24.45,28.56,1987.0,0,771.3599999999999,0,5,1,1
7664,1973.0,3 - BSc/MSc,30756.0,4.0,1.0,-32.66,1.01,447.64,-15.55,124.69,7.89,19.78,1976.0,0,599.9999999999999,1,4,2,1
7665,1997.0,2 - High School,12528.0,4.0,1.0,-142.91,1.11,49.01,560.65,190.37,182.7,64.79,1997.0,1,1047.52,0,5,0,2
7666,1989.0,2 - High School,21048.0,3.0,1.0,346.06,0.47,242.6,133.35,281.72,40.12,4.89,1990.0,0,702.6800000000001,0,5,1,2
7667,1952.0,3 - BSc/MSc,37728.0,3.0,1.0,525.32,0.17,444.53,98.9,74.46,34.34,6.89,1980.0,0,659.12,0,5,2,0
7668,1996.0,1 - Basic,19152.0,2.0,0.0,855.39,0.38,60.01,1020.75,131.47,55.9,144.47,1996.0,1,1412.6000000000001,0,5,0,3
7669,1994.0,2 - High School,12528.0,4.0,1.0,407.31,0.48,166.92,298.95,218.93,111.8,33.56,1994.0,1,830.1599999999999,0,5,1,3
7670,1997.0,1 - Basic,11328.0,3.0,0.0,-25.0,1.0,85.24,563.45,151.14,71.68,139.25,1997.0,1,1010.76,0,5,0,2
7671,1962.0,3 - BSc/MSc,38892.0,4.0,0.0,-134.11,1.21,554.55,-55.0,22.56,0.89,3.0,1984.0,0,580.9999999999999,1,4,2,1
7672,1991.0,3 - BSc/MSc,17784.0,2.0,1.0,-82.01,1.08,192.48,171.15,291.61,57.01,7.67,1991.0,1,719.92,0,5,1,2
7673,1997.0,1 - Basic,12504.0,3.0,1.0,236.94,0.71,62.79,417.3,67.68,199.15,166.92,1997.0,1,913.8399999999999,0,5,0,3
7674,1944.0,3 - BSc/MSc,48384.0,3.0,0.0,357.63,0.37,378.85,39.45,158.03,23.45,3.78,1988.0,0,603.5600000000001,0,5,2,0
7675,1957.0,3 - BSc/MSc,35760.0,4.0,1.0,181.47,0.74,320.95,266.15,157.14,33.34,26.34,1976.0,0,803.92,0,5,1,1
7676,1975.0,2 - High School,20472.0,1.0,1.0,311.62,0.53,386.63,148.35,130.69,17.78,32.23,1992.0,0,715.6800000000001,0,5,2,2
7677,1962.0,3 - BSc/MSc,31488.0,3.0,1.0,360.19,0.34,440.86,-15.0,97.13,37.34,25.67,1985.0,0,601.0,1,4,2,0
7678,1990.0,3 - BSc/MSc,16188.0,1.0,1.0,0.91,0.95,287.72,-10.55,214.15,47.01,36.23,1990.0,1,585.11,1,4,1,2
7679,1944.0,3 - BSc/MSc,38316.0,3.0,1.0,113.58,0.8,371.96,132.8,161.14,5.78,27.67,1983.0,0,699.3499999999999,0,5,2,1
7680,1984.0,2 - High School,17604.0,4.0,1.0,482.98,0.36,217.82,231.15,277.94,59.01,1.89,1989.0,0,787.8100000000001,0,5,1,3
7681,1943.0,3 - BSc/MSc,46416.0,4.0,1.0,-25.89,1.0,487.87,34.45,72.68,6.78,5.89,1978.0,0,607.67,0,5,2,1
7682,1954.0,2 - High School,50688.0,2.0,1.0,271.83,0.58,285.61,123.35,180.7,94.24,17.89,1995.0,0,701.7900000000001,0,5,1,1
7683,1942.0,2 - High School,49308.0,4.0,1.0,352.18,0.43,400.63,112.25,95.13,28.34,23.45,1988.0,0,659.8000000000001,0,5,2,0
7684,1980.0,3 - BSc/MSc,22644.0,3.0,1.0,583.55,0.2,382.74,197.25,116.69,28.56,35.56,1981.0,0,760.8,0,5,2,0
7685,1984.0,1 - Basic,29988.0,4.0,1.0,406.74,0.36,210.15,98.9,247.49,2.0,120.69,1997.0,0,679.23,0,5,1,0
7686,1986.0,3 - BSc/MSc,19680.0,3.0,1.0,356.07,0.44,270.83,93.35,191.48,107.02,16.89,1990.0,0,679.5699999999999,0,5,1,2
7687,1988.0,4 - PhD,17124.0,4.0,1.0,388.53,0.28,410.19,-5.55,148.25,14.78,5.89,1988.0,1,579.11,1,4,2,0
7688,1944.0,2 - High School,39072.0,1.0,0.0,297.07,0.59,169.7,263.95,243.38,49.01,58.12,1997.0,0,784.16,0,5,1,0
7689,1938.0,4 - PhD,49812.0,1.0,0.0,-112.68,1.11,214.15,201.15,266.94,70.79,16.89,1995.0,0,769.92,0,5,1,1
7690,1963.0,3 - BSc/MSc,25248.0,2.0,1.0,-35.44,1.02,479.98,78.35,86.46,-1.11,-3.11,1990.0,0,644.7900000000001,2,3,2,2
7691,1992.0,2 - High School,10728.0,3.0,0.0,260.61,0.68,238.6,383.4,156.03,47.01,68.68,1992.0,1,893.72,0,5,1,3
7692,1965.0,2 - High School,23364.0,2.0,1.0,531.76,0.24,381.96,143.35,133.58,31.45,41.23,1995.0,0,731.57,0,5,2,0
7693,1964.0,2 - High School,37716.0,4.0,1.0,182.15,0.78,241.6,402.85,166.81,47.23,81.68,1995.0,0,940.1700000000001,0,5,1,1
7694,1969.0,3 - BSc/MSc,24360.0,3.0,1.0,523.87,0.18,434.75,118.9,122.69,-4.0,0.78,1977.0,0,677.1199999999999,1,4,2,0
7695,1950.0,3 - BSc/MSc,39492.0,4.0,0.0,113.03,0.81,294.61,151.7,191.48,13.67,68.9,1998.0,0,720.3599999999999,0,5,1,1
7696,1987.0,1 - Basic,22248.0,4.0,1.0,-152.91,1.11,125.69,736.8,211.04,-4.0,123.91,1987.0,1,1197.44,1,4,0,2
7697,1972.0,2 - High School,30528.0,4.0,1.0,398.55,0.22,495.87,-45.55,62.68,18.78,9.67,1989.0,0,586.9999999999999,1,4,2,0
7698,1951.0,3 - BSc/MSc,49548.0,4.0,0.0,344.06,0.48,220.71,148.35,294.61,13.78,31.23,1995.0,0,708.6800000000001,0,5,1,0
7699,1965.0,2 - High School,34164.0,2.0,1.0,3.45,0.96,390.63,108.9,129.69,28.45,23.34,1979.0,0,681.0100000000001,0,5,2,1
7700,1955.0,3 - BSc/MSc,40344.0,1.0,1.0,216.82,0.68,169.7,216.15,304.39,50.12,25.67,1987.0,0,766.03,0,5,1,1
7701,1947.0,3 - BSc/MSc,42816.0,1.0,1.0,31.79,0.91,274.83,68.35,222.71,34.23,11.56,1994.0,0,611.68,0,5,1,1
7702,1965.0,1 - Basic,27132.0,1.0,1.0,-25.0,1.0,415.19,19.45,106.91,22.45,33.56,1984.0,0,597.56,0,5,2,1
7703,1983.0,2 - High School,23688.0,4.0,1.0,451.09,0.21,420.08,14.45,92.35,56.01,19.78,1991.0,0,602.67,0,5,2,0
7704,1986.0,3 - BSc/MSc,16116.0,1.0,1.0,383.31,0.5,155.92,318.4,253.38,-0.11,90.13,1986.0,1,817.8299999999999,1,4,1,3
7705,1956.0,2 - High School,47988.0,1.0,1.0,421.2,0.35,95.13,127.25,243.6,84.46,139.36,1986.0,0,689.8000000000001,0,5,0,0
7706,1948.0,3 - BSc/MSc,47136.0,4.0,0.0,19.57,0.93,276.72,53.35,211.93,45.23,36.45,1985.0,0,623.6800000000001,0,5,1,1
7707,1967.0,2 - High School,34008.0,1.0,1.0,500.89,0.04,550.55,-25.55,22.67,4.89,-4.0,1997.0,0,578.1099999999999,2,3,2,0
7708,1985.0,3 - BSc/MSc,26556.0,1.0,1.0,42.89,0.9,237.6,94.45,274.83,40.12,26.56,1993.0,0,673.56,0,5,1,2
7709,1980.0,3 - BSc/MSc,20592.0,1.0,1.0,343.29,0.39,379.07,38.9,140.25,30.34,19.56,1991.0,0,608.12,0,5,2,0
7710,1955.0,3 - BSc/MSc,42144.0,4.0,1.0,454.53,0.37,229.6,206.7,201.26,77.57,43.23,1995.0,0,758.3599999999999,0,5,1,0
7711,1970.0,2 - High School,27636.0,4.0,1.0,254.05,0.71,116.8,461.75,112.8,171.92,107.13,1991.0,0,970.3999999999999,0,5,0,2
7712,1954.0,3 - BSc/MSc,38280.0,3.0,1.0,-37.89,1.02,450.42,43.35,87.24,7.78,-5.11,1990.0,0,588.79,1,4,2,1
7713,1963.0,2 - High School,33888.0,1.0,1.0,-32.0,1.01,399.52,63.35,154.25,18.56,7.0,1986.0,0,642.68,0,5,2,1
7714,1954.0,3 - BSc/MSc,36876.0,2.0,0.0,122.36,0.81,344.4,265.05,65.79,105.02,12.67,1976.0,0,792.93,0,5,2,1
7715,1954.0,2 - High School,34704.0,4.0,1.0,325.62,0.68,350.62,613.45,54.9,42.23,35.56,1980.0,0,1096.76,0,5,2,1
7716,1941.0,4 - PhD,51660.0,4.0,0.0,325.09,0.37,396.41,-25.55,167.92,4.78,12.0,1974.0,0,581.11,1,4,2,0
7717,1984.0,3 - BSc/MSc,23520.0,3.0,1.0,-116.99,1.17,360.4,-40.55,212.04,12.78,10.89,1986.0,0,596.1099999999999,1,4,2,2
7718,1983.0,3 - BSc/MSc,21156.0,2.0,1.0,412.09,0.36,318.06,117.25,201.37,19.67,21.45,1994.0,0,677.8000000000001,0,5,1,0
7719,1963.0,3 - BSc/MSc,31416.0,3.0,0.0,-43.56,1.03,287.61,200.6,198.26,22.45,18.56,1988.0,0,727.48,0,5,1,1
7720,1956.0,3 - BSc/MSc,37728.0,1.0,1.0,311.84,0.58,336.84,264.5,104.91,34.45,61.9,1985.0,0,802.5999999999999,0,5,2,0
7721,1967.0,2 - High School,36732.0,4.0,1.0,175.83,0.75,255.38,263.95,209.15,62.79,-0.11,1993.0,0,791.2699999999999,1,4,1,1
7722,1946.0,3 - BSc/MSc,37524.0,3.0,0.0,-30.0,1.01,157.25,271.15,309.28,92.24,5.0,1991.0,0,834.92,0,5,1,1
7723,1954.0,3 - BSc/MSc,47580.0,1.0,1.0,324.51,0.51,335.62,137.8,156.92,33.45,47.34,1982.0,0,711.1300000000001,0,5,1,0
7724,1940.0,3 - BSc/MSc,51780.0,4.0,0.0,6.45,0.97,162.92,485.65,266.05,31.45,22.45,1988.0,0,968.52,0,5,1,1
7725,1951.0,3 - BSc/MSc,36888.0,1.0,0.0,441.75,0.3,372.18,83.9,194.48,10.67,4.89,1996.0,0,666.12,0,5,2,0
7726,1995.0,2 - High School,20868.0,4.0,0.0,-17.99,0.99,75.46,234.5,205.15,135.36,92.13,1996.0,0,742.6,0,5,0,2
7727,1962.0,3 - BSc/MSc,38712.0,2.0,1.0,347.65,0.3,480.09,-65.0,66.9,22.56,25.45,1987.0,0,595.0,1,4,2,0
7728,1983.0,3 - BSc/MSc,17148.0,1.0,1.0,-25.11,1.0,425.08,251.7,106.02,20.67,-0.11,1984.0,0,803.4699999999999,1,4,2,2
7729,1987.0,3 - BSc/MSc,12888.0,4.0,1.0,57.56,0.88,363.18,128.9,169.7,-6.0,40.34,1988.0,0,702.12,1,4,2,2
7730,1953.0,3 - BSc/MSc,42972.0,1.0,0.0,36.46,0.9,284.72,87.8,240.38,17.56,8.78,1988.0,0,639.24,0,5,1,1
7731,1984.0,2 - High School,23256.0,2.0,1.0,-136.8,1.14,96.13,270.05,321.06,52.9,58.9,1984.0,1,799.04,0,5,1,2
7732,1982.0,3 - BSc/MSc,20676.0,4.0,1.0,55.58,0.88,339.62,92.25,168.92,46.23,11.67,1982.0,1,658.6899999999999,0,5,2,2
7733,1943.0,3 - BSc/MSc,50568.0,1.0,0.0,160.05,0.66,225.6,-40.55,236.71,49.12,71.68,1992.0,0,583.11,1,4,1,1
7734,1951.0,2 - High School,42336.0,2.0,1.0,757.14,0.14,288.72,378.4,126.58,85.46,29.56,1995.0,0,908.72,0,5,1,0
7735,1990.0,2 - High School,12612.0,1.0,1.0,-45.56,1.03,96.35,246.7,326.95,57.9,78.46,1990.0,1,806.36,0,5,1,2
7736,2000.0,1 - Basic,12984.0,3.0,0.0,386.2,0.55,45.34,411.2,59.9,176.81,229.71,2000.0,1,922.96,0,5,0,3
7737,1943.0,3 - BSc/MSc,41868.0,2.0,0.0,-46.67,1.03,358.18,182.25,169.81,15.67,6.0,1995.0,0,731.91,0,5,2,1
7738,1959.0,3 - BSc/MSc,33108.0,3.0,1.0,-25.0,1.0,442.86,113.35,107.91,17.78,12.67,1980.0,0,694.5699999999999,0,5,2,1
7739,1954.0,2 - High School,31656.0,2.0,1.0,144.03,0.81,194.48,364.5,267.16,25.45,50.9,1994.0,0,902.4900000000001,0,5,1,1
7740,1942.0,1 - Basic,43512.0,4.0,0.0,688.92,0.33,243.49,612.9,104.91,8.89,92.13,1976.0,0,1062.32,0,5,0,0
7741,1997.0,1 - Basic,8808.0,4.0,1.0,-154.47,1.08,46.23,1202.45,103.13,27.45,175.7,1997.0,1,1554.96,0,5,0,3
7742,1976.0,4 - PhD,26676.0,1.0,1.0,-116.89,1.17,517.32,-50.0,56.79,0.89,9.0,1986.0,0,584.0,1,4,2,2
7743,1984.0,3 - BSc/MSc,27624.0,3.0,1.0,122.69,0.77,331.62,98.9,168.81,23.45,25.34,1997.0,0,648.12,0,5,2,2
7744,1980.0,3 - BSc/MSc,21408.0,2.0,1.0,-42.78,1.02,186.48,251.7,312.06,17.78,24.34,1980.0,1,792.36,0,5,1,2
7745,1966.0,2 - High School,36936.0,4.0,1.0,-34.78,1.02,501.76,49.45,74.57,4.78,5.0,1976.0,0,635.56,0,5,2,1
